index,perplexity
59260695,0.03125
141739805,0.0
85516999,0.0
77904232,0.0
68493180,0.03125
69359370,0.03125
64552169,0.03125
24012836,0.0
48562421,0.09375
26960859,0.03125
118367731,0.03125
73663914,0.0625
54756747,0.125
12681123,0.0
129600373,0.0625
64885194,0.0
123097666,0.0
129047744,0.0
5339060,0.09375
68652487,0.0
59257552,0.15625
32451276,0.0
111071267,0.65625
68474585,0.03125
132868049,0.0
128066659,0.0
10176746,0.125
130818441,0.03125
81810850,0.09375
90889307,0.03125
79701998,0.03125
68497725,0.0625
67212378,0.0
88414686,0.0
130203989,0.0625
116514058,0.09375
36221362,0.09375
3733228,0.09375
88454222,0.0
59460458,0.0625
71728984,0.0
98503000,0.03125
28912316,0.0
123799561,0.0
39838366,0.0625
24387961,0.8125
3035150,0.0
116140327,0.0
17250099,0.0
47494167,0.03125
124588464,0.0
6659741,0.0625
92258935,0.0
80246997,0.03125
136778244,0.03125
109453778,0.0
123483781,0.03125
47973368,0.28125
105079554,0.09375
63701284,0.125
87099657,0.15625
86231867,0.0
23265490,0.0
144215192,0.03125
53054784,0.0
47193919,0.09375
54515437,0.0625
139285880,0.125
73260235,0.0
139926442,0.1875
78921029,0.0
85136775,0.0
64084051,0.25
45097021,0.03125
27697327,0.03125
51468969,0.1875
58201741,0.03125
42593918,0.03125
137795501,0.0625
37364483,0.03125
134094976,0.5
106442574,0.0
109679357,0.0
59847470,0.3125
56451583,0.0625
85452300,0.0
57478315,0.0625
23621741,0.03125
42789315,0.0625
2263243,0.03125
86069485,0.03125
132597337,0.15625
15514877,0.0625
87293606,0.21875
125953734,0.0
32560567,0.15625
72222400,0.0
82996721,0.0
58359951,0.0
1158177,0.0
70212854,0.0
20415283,0.25
6477847,0.0
42621078,0.125
131696350,0.09375
10880555,0.0
75052385,0.0
81331526,0.0
98951340,0.03125
100068481,0.03125
74828475,0.0
56016795,0.15625
105372703,0.03125
127547623,0.34375
5620088,0.0625
68813131,0.03125
139400780,0.125
22391228,0.0625
114365316,0.0
103783674,0.125
64849352,0.0625
2475204,0.0
142068475,0.03125
40622521,0.0
139534908,0.09375
126978399,0.125
82260525,0.03125
62292256,0.0625
6413755,0.0
140127439,0.0625
45711077,0.03125
53307158,0.0
23575707,0.125
36555477,0.03125
29926816,0.03125
91001037,0.03125
111329719,0.09375
87544669,0.0
70484781,0.0625
65718863,0.0
7656672,0.09375
91743613,0.0
87511483,0.0
6229388,0.03125
93655652,0.28125
40570312,0.03125
26793579,0.1875
49147123,0.0
7820235,0.375
82530611,0.1875
16165700,0.15625
42866771,0.15625
123583718,0.0
25642050,0.0
2083450,0.0625
8567335,0.0625
135688077,0.03125
103107085,0.03125
85772062,0.03125
126366647,0.03125
69111322,0.0
93652734,0.03125
120421367,0.0625
51226676,0.03125
248908,0.0625
92746397,0.03125
8647684,0.0
57050119,0.875
132691707,0.0
31592536,0.0625
88138027,0.0
127875011,0.15625
67246085,0.03125
15061205,0.09375
92719044,0.03125
52284985,0.0
42175673,0.03125
412634,0.0
55121599,0.03125
86668922,0.1875
80033031,0.03125
26971850,0.0625
67455029,0.03125
651711,0.09375
52721485,0.1875
59052764,0.03125
75514323,0.03125
46594875,0.0625
86112341,0.375
103090437,0.0
16282052,0.0
34138403,0.0625
35244554,0.5
41348066,0.0
88588357,0.0
128505532,0.3125
44803369,0.09375
144721124,0.0
22489880,0.3125
138104307,0.03125
43774926,0.0
62278934,0.125
109081882,0.0
133655351,0.03125
119374976,0.46875
96714759,0.03125
34360567,0.03125
104588077,0.28125
84443833,0.0
89583401,0.03125
80300885,0.78125
138981405,0.0
93637133,0.0
36049292,0.03125
115460562,0.0625
51921491,0.21875
67289913,0.0
74396454,0.0
144342977,0.03125
136880744,0.0
120233306,0.15625
111080710,0.0
92917752,0.03125
12010290,0.25
11923540,0.0
83880361,0.1875
29257826,0.03125
32495460,0.34375
131505710,0.09375
56579126,0.0625
75141829,0.03125
78908098,0.09375
6708492,0.0
57539046,0.0625
76381759,0.0
120494906,0.125
132503226,0.0
20217820,0.0625
52790337,0.0625
91146450,0.0
61841640,0.0625
129617541,0.0
68346542,0.0
97057116,0.03125
52415877,0.0
73428391,0.0625
108396630,0.03125
135033231,0.25
8816433,0.375
48039021,0.125
120786613,0.0
102068772,0.03125
20514965,0.0
51102937,0.0
99696141,0.0
96306288,0.0
106366808,0.09375
83486621,0.15625
109575,0.03125
18532281,0.0
70703726,0.03125
22291031,0.125
139027197,0.0
75254214,0.03125
113148435,0.0
68634337,0.0625
51180113,0.03125
7868796,0.03125
94800259,0.0
121625279,0.03125
81067509,0.0625
66034840,0.1875
108877971,0.0
32136773,0.25
29023543,0.0
25921163,0.0625
95171963,0.03125
3236966,0.0625
126760167,1.0
89926394,0.34375
84062680,0.125
61463879,0.03125
118609972,0.03125
1287453,0.0625
93648728,0.03125
56965817,0.0
144315394,0.0625
95625537,0.0
133467814,0.03125
79403570,0.0
125119795,0.0
129847850,0.0
106817104,0.03125
113066202,0.0
6370861,0.0
72901276,0.03125
114405745,0.0
107725051,0.0
73194552,0.03125
53144491,0.0
58314598,0.03125
44640333,0.0
43692205,0.0
27349250,0.0
141587832,0.0
122344134,0.0
24662375,0.40625
71870374,0.0
129432133,0.0
67851592,0.03125
61733647,0.0
88822040,0.0625
1664648,0.0
46863828,0.21875
27091044,0.09375
99614019,0.0
26278937,0.03125
14568279,0.125
16777508,0.0
89246690,0.0625
141009260,0.0
103725995,0.03125
131016057,0.0
89180998,0.03125
94252056,0.0
9414751,0.0
129275254,0.0
143150518,0.0625
46722339,0.03125
46158800,0.03125
76246960,0.0
136610077,0.0
79575725,0.0
5323774,0.0
47166782,0.0
117432393,0.0
114814480,0.0
44161694,0.1875
16814103,0.0
52934561,0.0
73741099,0.0625
11825895,0.0
100841340,0.0
4136776,0.0
23609423,0.03125
137241460,0.03125
120228843,0.0
56482041,0.0
146152247,0.0
72470418,0.0
13140409,0.0
6892177,0.0
117096161,0.0625
84843651,0.09375
19604845,0.0
82772950,0.0
83036413,0.03125
37663632,0.0
59276130,0.0
108093425,0.0
6100454,0.0
123035263,0.0
90756984,0.0625
54639933,0.0
21167718,0.0
2674931,0.09375
136483712,0.0
123609129,0.0
129348623,0.0
46573447,0.0
6006239,0.0
103746762,0.03125
91218111,0.03125
17635360,0.0625
125484292,0.0
100231569,0.0
144850315,0.0
113887713,0.0
19331408,0.0
87265202,0.0
9082555,0.0
41774418,0.0
21099532,0.0
6272068,0.0
94756975,0.0
109972286,0.0
28983199,0.0
21467854,0.03125
84864193,0.0
18622322,0.0
82345351,0.0
45585545,0.0
12852560,0.0
83211991,0.0
75759570,0.0
117933261,0.0
140602551,0.03125
95019978,0.0
122848275,0.03125
70001015,0.0
18967664,0.0
130607718,0.03125
82707948,0.0
92495476,0.03125
86398349,0.0
119633258,0.03125
121967705,0.0
62243584,0.0
81406454,0.0
134869812,0.0
122238738,0.03125
19597685,0.0
37969253,0.0
109180938,0.0625
76931795,0.0
17972038,0.0
94327358,0.0
81318881,0.0
74299245,0.0
71178233,0.0
17904132,0.0
24899114,0.0
95035992,0.0
72766907,0.0
23328392,0.0
25111037,0.0
100900699,0.0
55927122,0.03125
70273562,0.03125
3535455,0.0
120667423,0.0
137233010,0.0
46257636,0.0
142514,0.0
89964710,0.0
52500542,0.0
131552221,0.0
5744345,0.0
73627668,0.0625
7561055,0.15625
44707501,0.0
143943207,0.0625
95185715,0.03125
139225184,0.0
5173213,0.03125
138292045,0.0625
95349261,0.0
86296497,0.0
2940047,0.0
56682105,0.0
50190807,0.03125
37226453,0.0
86547,0.0
135126955,0.0
143559724,0.0
59986019,0.03125
125064064,0.0625
137996848,0.0
113313790,0.03125
107231346,0.0
142657033,0.0
127116651,0.0
37127723,0.03125
146064667,0.03125
137262974,0.0
94941394,0.0
130019565,0.03125
131490400,0.0625
15461664,0.0
50617665,0.0
13938657,0.0
56595391,0.0
124178526,0.03125
102809317,0.03125
113928920,0.0
143090642,0.0
106254917,0.0
123550441,0.0
62935088,0.0625
23081397,0.0625
70137021,0.03125
143339612,0.0
108226029,0.0625
65437152,0.0
4315332,0.03125
36700027,0.0
142484681,0.0
17755958,0.0
27430188,0.03125
127982417,0.03125
36591304,0.0
117167084,0.0
50172275,0.0
87184412,0.03125
5685405,0.0
80883901,0.0
41870974,0.0
144297860,0.0
75648350,0.0
90505334,0.09375
128160229,0.03125
56829034,0.0
86139096,0.0
58766372,0.0
138620159,0.0
26494032,0.03125
50617070,0.03125
37248741,0.0
74534506,0.0
43484774,0.0
93638193,0.03125
93343080,0.0
75912429,0.0
67016885,0.0
100832197,0.40625
124229401,0.1875
84535281,0.0625
14420243,0.0
72102837,0.0
140324881,0.03125
35653347,0.03125
85766414,0.125
125725199,0.03125
138333102,0.03125
126224392,0.0
142251199,0.0
62815626,0.03125
95378210,0.03125
131974129,0.125
138397516,0.0
133846999,0.0625
76740225,0.03125
111768773,0.03125
20629882,0.0
101594188,0.0
138977951,0.0
66306675,0.0
135141768,0.09375
135911285,0.0625
144549796,0.0
145720826,0.03125
128802143,0.0
76709088,0.09375
52007187,0.0
8226518,0.21875
134423383,0.03125
79278974,0.03125
29235887,0.03125
66894328,0.0
12733064,0.09375
7363390,0.03125
5181454,0.0
117620202,0.09375
29403064,0.0
19500248,0.03125
123004370,0.03125
37312303,0.0625
124636655,0.03125
22492574,0.0
17137018,0.1875
52314065,0.0
135338119,0.1875
17417366,0.0
72540467,0.0
2564538,0.0
44794714,0.03125
107356355,0.0
11557525,0.09375
22596202,0.0
47115676,0.03125
51876324,0.03125
13405766,0.0
58706399,0.0
103432812,0.125
61563687,0.03125
121465174,0.03125
77003352,0.0
84082768,0.0
102899220,0.0
2704629,0.09375
19504359,0.03125
139444599,0.03125
5688484,0.0625
114560347,0.0
116851886,0.0625
50574141,0.0
6387452,0.03125
74471436,0.0
1267600,0.03125
140771971,0.03125
109980331,0.0625
141951984,0.03125
68517575,0.1875
1327972,0.09375
111263822,0.03125
134501273,0.03125
56855623,0.0
120765019,0.0
56280065,0.0
7714474,0.1875
68263742,0.03125
121426500,0.0
49885410,0.0
47324771,0.03125
98092474,0.125
45262923,0.09375
81376740,0.0
33928313,0.03125
85725801,0.09375
130210398,0.03125
7232697,0.03125
26559415,0.03125
50167330,0.03125
97146295,0.0625
128258482,0.0
43456843,0.0
115991880,0.15625
83833998,0.09375
63041881,0.0
63681940,0.0625
82194834,0.0
143631030,0.03125
124061265,0.125
129851425,0.1875
67766038,0.03125
119718391,0.0
315723,0.0
11293231,0.25
129330744,0.03125
102997125,0.0625
27851652,0.03125
90317500,0.125
101984678,0.0
114914578,0.0
70523624,0.03125
87819826,0.0625
55420209,0.09375
10733722,0.0
1678591,0.25
6467918,0.0625
55137477,0.03125
80452556,0.09375
14029855,0.0625
83248193,0.03125
71067969,0.125
